FlightDate,Origin,DepDelay,ArrDelay,CRSElapsedTime,ActualElapsedTime
1999-03-27,SLC,2,-1,134,129
1999-03-28,SLC,5,-2,133,125
1999-03-29,SLC,1,-4,131,125
1999-03-30,SLC,0,-2,131,129
1999-03-31,SLC,12,16,130,134
1999-04-01,SLC,19,21,132,134
1999-04-02,SLC,7,3,133,129
1999-04-03,SLC,6,4,134,133
1999-04-04,SLC,3,-1,132,127
1999-04-05,SLC,7,6,130,130
1999-04-06,SLC,6,3,131,127
1999-04-07,SLC,9,8,130,128
1999-04-08,SLC,7,7,131,130
1999-04-09,SLC,20,24,131,135
1999-04-10,SLC,5,2,133,129
1999-04-11,SLC,15,12,132,128
1999-04-12,SLC,7,1,131,124
1999-04-13,SLC,2,-1,131,126
1999-04-14,SLC,1,-1,130,127
1999-04-15,SLC,4,1,130,127
1999-04-16,SLC,5,4,131,130
1999-04-17,SLC,0,-4,132,128
1999-04-18,SLC,1,-4,131,126
1999-04-19,SLC,0,-5,129,124
1999-04-20,SLC,0,-4,131,126
1999-04-21,SLC,2,-1,130,126
1999-04-22,SLC,10,9,131,130
1999-04-23,SLC,13,11,130,128
1999-04-24,SLC,1,-1,132,128
1999-04-25,SLC,5,4,131,131
1999-04-26,SLC,9,6,130,127
1999-04-27,SLC,3,3,130,131
1999-04-28,SLC,4,6,129,132
1999-04-29,SLC,3,7,131,134
1999-04-30,SLC,4,7,130,133
1999-05-01,SLC,3,3,132,132
1999-05-02,SLC,7,7,131,130
1999-05-03,SLC,3,4,131,132
1999-05-04,SLC,12,13,129,130
1999-05-05,SLC,6,2,129,125
1999-05-06,SLC,12,10,130,128
1999-05-07,SLC,11,8,130,127
1999-05-08,SLC,0,-3,130,127
1999-05-09,SLC,0,-1,130,128
1999-05-10,SLC,5,3,130,128
1999-05-11,SLC,0,-3,130,126
1999-05-12,SLC,10,8,130,129
1999-05-13,SLC,8,7,128,127
1999-05-14,SLC,4,2,130,128
1999-05-15,SLC,0,-1,132,130
1999-05-16,SLC,5,3,130,129
1999-05-17,SLC,12,10,130,129
1999-05-18,SLC,4,2,130,127
1999-05-19,SLC,4,1,129,126
1999-05-20,SLC,4,3,130,129
1999-05-21,SLC,5,2,130,127
1999-05-22,SLC,4,0,132,127
1999-05-23,SLC,7,7,131,131
1999-05-24,SLC,6,4,130,128
1999-05-25,SLC,2,1,130,129
1999-05-26,SLC,7,7,129,129
1999-05-27,SLC,4,3,130,129
1999-05-28,SLC,6,5,130,129
1999-05-29,SLC,4,8,132,136
1999-05-30,SLC,0,-4,130,126
1999-05-31,SLC,3,-1,131,126
1999-06-01,SLC,5,3,130,129
1999-06-02,SLC,5,5,131,131
1999-06-03,SLC,3,2,131,130
1999-06-04,SLC,11,16,131,135
1999-06-05,SLC,3,0,133,130
1999-06-06,SLC,9,12,133,136
1999-06-07,SLC,3,0,132,129
1999-06-08,SLC,5,5,132,131
1999-06-09,SLC,5,5,131,131
1999-06-10,SLC,16,20,131,135
1999-06-11,SLC,20,22,130,132
1999-06-12,SLC,14,13,133,133
1999-06-13,SLC,9,8,133,131
1999-06-14,SLC,8,5,132,129
1999-06-15,SLC,7,4,131,129
1999-06-16,SLC,8,9,131,132
1999-06-17,SLC,6,4,132,131
1999-06-18,SLC,6,3,132,128
1999-06-19,SLC,3,1,133,131
1999-06-20,SLC,8,6,133,130
1999-06-21,SLC,8,11,132,135
1999-06-22,SLC,7,4,132,129
1999-06-23,SLC,4,1,131,129
1999-06-24,SLC,8,8,131,131
1999-06-25,SLC,10,8,132,129
1999-06-26,SLC,4,0,133,128
1999-06-27,SLC,8,3,134,129
1999-06-28,SLC,16,11,132,127
1999-06-29,SLC,11,7,132,129
1999-06-30,SLC,11,5,132,126
1999-07-01,SLC,11,9,132,130
1999-07-02,SLC,22,23,132,132
1999-07-03,SLC,5,4,135,134
1999-07-04,SLC,-1,-5,136,133
1999-07-05,SLC,4,3,132,130
1999-07-06,SLC,9,7,131,128
1999-07-07,SLC,10,11,132,133
1999-07-08,SLC,14,10,132,128
1999-07-09,SLC,5,2,131,128
1999-07-10,SLC,10,4,133,127
1999-07-11,SLC,5,0,133,128
1999-07-12,SLC,6,3,132,129
1999-07-13,SLC,5,3,132,130
1999-07-14,SLC,6,7,132,133
1999-07-15,SLC,6,5,131,129
1999-07-16,SLC,5,6,132,133
1999-07-17,SLC,11,11,132,133
1999-07-18,SLC,6,4,132,130
1999-07-19,SLC,7,7,132,131
1999-07-20,SLC,4,3,132,131
1999-07-21,SLC,8,9,132,133
1999-07-22,SLC,9,7,131,129
1999-07-23,SLC,11,10,131,130
1999-07-24,SLC,14,13,132,131
1999-07-25,SLC,9,8,133,132
1999-07-26,SLC,13,10,131,128
1999-07-27,SLC,3,2,132,131
1999-07-28,SLC,19,22,132,134
1999-07-29,SLC,10,11,131,131
1999-07-30,SLC,6,8,132,134
1999-07-31,SLC,12,10,132,129
1999-08-01,SLC,11,9,133,131
1999-08-02,SLC,7,5,132,130
1999-08-03,SLC,3,0,132,129
1999-08-04,SLC,8,6,132,130
1999-08-05,SLC,8,12,132,135
1999-08-06,SLC,9,7,132,130
1999-08-07,SLC,8,6,133,130
1999-08-08,SLC,12,9,133,130
1999-08-09,SLC,8,5,132,129
1999-08-10,SLC,12,11,132,131
1999-08-11,SLC,17,19,132,134
1999-08-12,SLC,10,6,132,129
1999-08-13,SLC,15,12,132,129
1999-08-14,SLC,15,11,132,128
1999-08-15,SLC,10,6,132,127
1999-08-16,SLC,5,0,133,128
1999-08-17,SLC,4,1,133,130
1999-08-18,SLC,8,5,132,130
1999-08-19,SLC,7,5,132,130
1999-08-20,SLC,9,9,131,131
1999-08-21,SLC,2,-1,133,130
1999-08-22,SLC,6,0,133,127
1999-08-23,SLC,2,0,132,129
1999-08-24,SLC,6,6,132,132
1999-08-25,SLC,3,0,132,129
1999-08-26,SLC,5,4,131,130
1999-08-27,SLC,10,11,131,132
1999-08-28,SLC,2,0,132,129
1999-08-29,SLC,8,4,132,128
1999-08-30,SLC,10,14,132,136
1999-08-31,SLC,2,1,132,131
1999-09-01,SLC,2,2,132,132
1999-09-02,SLC,2,3,131,132
1999-09-03,SLC,5,8,131,134
1999-09-04,SLC,0,-4,135,129
1999-09-05,SLC,1,-3,135,130
1999-09-06,SLC,0,-4,133,128
1999-09-07,SLC,4,0,132,128
1999-09-08,SLC,7,1,131,126
1999-09-09,SLC,4,0,130,126
1999-09-10,SLC,4,1,129,125
1999-09-11,SLC,0,-5,134,128
1999-09-12,SLC,6,0,131,125
1999-09-13,SLC,3,-1,130,126
1999-09-14,SLC,1,-2,130,126
1999-09-15,SLC,4,1,130,127
1999-09-16,SLC,3,0,124,121
1999-09-17,SLC,8,5,130,127
1999-09-18,SLC,2,-1,132,128
1999-09-19,SLC,10,6,131,127
1999-09-20,SLC,1,-2,131,127
1999-09-21,SLC,2,0,131,127
1999-09-22,SLC,3,0,130,126
1999-09-23,SLC,6,5,131,129
1999-09-24,SLC,5,2,130,127
1999-09-25,SLC,0,-1,133,130
1999-09-26,SLC,6,2,132,128
1999-09-27,SLC,6,2,130,126
1999-09-28,SLC,5,2,131,128
1999-09-29,SLC,5,1,131,127
1999-09-30,SLC,4,0,130,126
1999-10-01,SLC,4,-2,130,123
1999-10-02,SLC,2,-2,130,124
1999-10-03,SLC,7,2,130,125
1999-10-04,SLC,5,0,129,124
1999-10-05,SLC,0,-3,130,126
1999-10-06,SLC,2,0,130,128
1999-10-07,SLC,3,0,130,126
1999-10-08,SLC,7,4,129,126
1999-10-09,SLC,0,-2,130,126
1999-10-10,SLC,1,0,130,128
1999-10-11,SLC,2,-2,129,124
1999-10-12,SLC,2,-1,130,126
1999-10-13,SLC,4,0,130,126
1999-10-14,SLC,5,2,129,126
1999-10-15,SLC,5,0,130,125
1999-10-16,SLC,1,-5,130,124
1999-10-17,SLC,11,7,131,128
1999-10-18,SLC,3,-1,130,125
1999-10-19,SLC,0,-2,129,126
1999-10-20,SLC,0,-3,130,127
1999-10-21,SLC,2,0,130,127
1999-10-22,SLC,7,5,130,128
1999-10-23,SLC,3,1,131,129
1999-10-24,SLC,4,0,131,127
1999-10-25,SLC,1,-1,130,126
1999-10-26,SLC,1,-1,130,127
1999-10-27,SLC,2,-1,130,126
1999-10-28,SLC,2,2,130,131
1999-10-29,SLC,4,3,130,129
1999-10-30,SLC,-2,-4,131,128
1999-10-31,SLC,0,-2,130,127
1999-11-01,SLC,2,-1,130,126
1999-11-02,SLC,3,1,129,126
1999-11-03,SLC,8,0,130,127
1999-11-04,SLC,3,0,129,126
1999-11-05,SLC,5,1,130,126
1999-11-06,SLC,6,-4,132,127
1999-11-07,SLC,7,6,131,130
1999-11-08,SLC,3,2,130,129
1999-11-09,SLC,0,-3,130,126
1999-11-10,SLC,4,3,129,128
1999-11-11,SLC,1,-1,129,127
1999-11-12,SLC,2,1,128,126
1999-11-13,SLC,9,0,132,128
1999-11-14,SLC,6,3,130,128
1999-11-15,SLC,1,-1,130,128
1999-11-16,SLC,4,2,129,127
1999-11-17,SLC,4,3,130,130
1999-11-18,SLC,2,0,129,127
1999-11-19,SLC,8,8,130,130
1999-11-20,SLC,5,1,130,126
1999-11-21,SLC,14,28,132,146
1999-11-22,SLC,4,2,130,128
1999-11-23,SLC,9,8,130,129
1999-11-24,SLC,5,2,130,126
1999-11-25,SLC,0,-6,131,126
1999-11-26,SLC,9,-5,130,125
1999-11-27,SLC,12,0,134,128
1999-11-28,SLC,4,-1,131,125
1999-11-29,SLC,10,7,131,128
1999-11-30,SLC,4,4,130,129
1999-12-01,SLC,3,2,130,129
1999-12-02,SLC,3,11,130,139
1999-12-03,SLC,5,7,131,132
1999-12-04,SLC,1,0,131,130
1999-12-05,SLC,3,2,131,129
1999-12-06,SLC,1,-1,130,127
1999-12-07,SLC,3,12,131,140
1999-12-08,SLC,1,-1,131,128
1999-12-09,SLC,9,9,130,130
1999-12-10,SLC,8,12,128,133
1999-12-11,SLC,2,-1,131,127
1999-12-12,SLC,2,0,130,128
1999-12-13,SLC,6,13,130,137
1999-12-14,SLC,4,6,130,131
1999-12-15,SLC,11,11,130,130
1999-12-16,SLC,6,3,132,129
1999-12-17,SLC,13,12,130,129
1999-12-18,SLC,14,11,133,130
1999-12-19,SLC,12,9,132,128
1999-12-20,SLC,17,16,130,129
1999-12-21,SLC,12,13,131,133
1999-12-22,SLC,11,8,131,129
1999-12-23,SLC,11,9,131,130
1999-12-24,SLC,0,1,130,130
1999-12-25,SLC,4,-1,135,130
1999-12-26,SLC,8,5,130,127
1999-12-27,SLC,6,5,131,131
1999-12-28,SLC,9,6,131,129
1999-12-29,SLC,9,6,131,128
1999-12-30,SLC,20,32,131,143
1999-12-31,SLC,11,9,130,128
2000-01-01,SLC,14,15,135,136
2000-01-02,SLC,16,18,132,134
2000-01-03,SLC,13,14,131,133
2000-01-04,SLC,14,19,131,136
2000-01-05,SLC,3,0,131,128
2000-01-06,SLC,0,-3,129,125
2000-01-07,SLC,0,0,131,130
2000-01-08,SLC,3,1,133,131
2000-01-09,SLC,6,5,131,131
2000-01-10,SLC,11,19,129,137
2000-01-11,SLC,3,2,130,128
2000-01-12,SLC,3,0,131,127
2000-01-13,SLC,6,2,129,125
2000-01-14,SLC,5,1,130,126
2000-01-15,SLC,0,-3,132,128
2000-01-16,SLC,4,0,132,128
2000-01-17,SLC,9,4,131,126
2000-01-18,SLC,3,0,131,127
2000-01-19,SLC,6,0,130,123
2000-01-20,SLC,4,-1,129,123
2000-01-21,SLC,4,0,130,126
2000-01-22,SLC,3,-2,134,128
2000-01-23,SLC,10,9,132,131
2000-01-24,SLC,3,-2,131,125
2000-01-25,SLC,8,5,125,122
2000-01-26,SLC,2,-1,131,126
2000-01-27,SLC,8,5,131,128
2000-01-28,SLC,7,5,130,128
2000-01-29,SLC,8,3,132,128
2000-01-30,SLC,12,11,130,128
2000-01-31,SLC,9,24,131,146
2000-02-01,SLC,1,1,131,131
2000-02-02,SLC,2,0,131,128
2000-02-03,SLC,17,19,131,133
2000-02-04,SLC,4,1,131,129
2000-02-05,SLC,2,-1,134,130
2000-02-06,SLC,0,-3,132,128
2000-02-07,SLC,4,1,131,128
2000-02-08,SLC,0,-2,131,128
2000-02-09,SLC,3,0,130,128
2000-02-10,SLC,6,3,130,127
2000-02-11,SLC,15,14,131,129
2000-02-12,SLC,10,11,134,135
2000-02-13,SLC,19,17,131,129
2000-02-14,SLC,10,7,131,128
2000-02-15,SLC,4,-1,131,125
2000-02-16,SLC,5,3,131,129
2000-02-17,SLC,20,26,132,138
2000-02-18,SLC,21,18,128,125
2000-02-19,SLC,10,6,133,129
2000-02-20,SLC,6,6,132,131
2000-02-21,SLC,11,10,132,131
2000-02-22,SLC,10,11,131,132
2000-02-23,SLC,9,10,131,132
2000-02-24,SLC,12,20,129,137
2000-02-25,SLC,15,14,131,130
2000-02-26,SLC,7,4,134,131
2000-02-27,SLC,6,4,132,131
2000-02-28,SLC,3,0,131,128
2000-02-29,SLC,0,-1,131,130
2000-03-01,SLC,3,0,131,128
2000-03-02,SLC,10,10,131,131
2000-03-03,SLC,8,7,131,131
2000-03-04,SLC,3,0,134,132
2000-03-05,SLC,12,14,132,135
2000-03-06,SLC,14,13,131,131
2000-03-07,SLC,10,11,132,132
2000-03-08,SLC,6,5,131,130
2000-03-09,SLC,9,8,131,130
2000-03-10,SLC,22,22,131,131
2000-03-11,SLC,10,7,133,131
2000-03-12,SLC,8,2,132,126
2000-03-13,SLC,3,-2,131,125
2000-03-14,SLC,6,4,131,129
2000-03-15,SLC,7,3,132,129
2000-03-16,SLC,9,9,131,131
2000-03-17,SLC,11,10,131,130
2000-03-18,SLC,8,6,134,132
2000-03-19,SLC,15,25,132,141
2000-03-20,SLC,20,24,133,137
2000-03-21,SLC,7,5,132,130
2000-03-22,SLC,3,0,131,129
2000-03-23,SLC,1,1,131,131
2000-03-24,SLC,8,3,131,127
2000-03-25,SLC,4,0,133,128
2000-03-26,SLC,6,0,131,125
2000-03-27,SLC,6,4,132,129
2000-03-28,SLC,4,2,131,129
2000-03-29,SLC,1,-1,131,128
2000-03-30,SLC,8,7,131,130
2000-03-31,SLC,13,9,131,127
2000-04-01,SLC,6,1,133,128
2000-04-02,SLC,11,5,131,125
2000-04-03,SLC,2,-1,131,127
2000-04-04,SLC,0,-1,132,130
2000-04-05,SLC,2,-3,132,126
2000-04-06,SLC,9,3,131,125
2000-04-07,SLC,7,2,130,125
2000-04-08,SLC,3,-1,134,129
2000-04-09,SLC,12,5,132,124
2000-04-10,SLC,1,-4,132,125
2000-04-11,SLC,3,0,131,127
2000-04-12,SLC,2,0,131,128
2000-04-13,SLC,5,3,131,129
2000-04-14,SLC,9,9,131,132
2000-04-15,SLC,2,0,133,131
2000-04-16,SLC,8,5,132,130
2000-04-17,SLC,7,5,130,128
2000-04-18,SLC,4,2,131,129
2000-04-19,SLC,6,2,132,129
2000-04-20,SLC,11,8,130,128
2000-04-21,SLC,13,9,130,126
2000-04-22,SLC,6,2,133,130
2000-04-23,SLC,1,-2,131,126
2000-04-24,SLC,5,1,131,127
2000-04-25,SLC,3,0,132,129
2000-04-26,SLC,3,-2,131,125
2000-04-27,SLC,4,0,131,127
2000-04-28,SLC,5,4,130,129
2000-04-29,SLC,4,0,134,130
2000-04-30,SLC,4,2,133,130
2000-05-01,SLC,2,-1,131,127
2000-05-02,SLC,4,2,132,130
2000-05-03,SLC,2,0,132,130
2000-05-04,SLC,7,6,131,130
2000-05-05,SLC,4,4,132,132
2000-05-06,SLC,1,-2,134,131
2000-05-07,SLC,5,4,133,131
2000-05-08,SLC,10,9,132,130
2000-05-09,SLC,8,6,132,131
2000-05-10,SLC,14,11,130,127
2000-05-11,SLC,12,14,132,134
2000-05-12,SLC,6,4,131,129
2000-05-13,SLC,0,-5,130,124
2000-05-14,SLC,6,0,131,125
2000-05-15,SLC,5,0,132,127
2000-05-16,SLC,3,-1,132,127
2000-05-17,SLC,9,10,132,134
2000-05-18,SLC,11,10,128,127
2000-05-19,SLC,16,13,131,129
2000-05-20,SLC,5,-1,135,128
2000-05-21,SLC,9,5,132,128
2000-05-22,SLC,4,0,131,126
2000-05-23,SLC,6,5,132,132
2000-05-24,SLC,9,6,132,128
2000-05-25,SLC,15,15,131,131
2000-05-26,SLC,14,12,131,130
2000-05-27,SLC,7,1,134,128
2000-05-28,SLC,3,-1,132,128
2000-05-29,SLC,1,-3,132,126
2000-05-30,SLC,3,-1,133,128
2000-05-31,SLC,6,3,131,128
2000-06-01,SLC,4,2,133,131
2000-06-02,SLC,6,3,132,129
2000-06-03,SLC,4,-1,135,129
2000-06-04,SLC,11,6,133,128
2000-06-05,SLC,10,7,133,130
2000-06-06,SLC,6,3,132,130
2000-06-07,SLC,4,3,133,132
2000-06-08,SLC,10,11,132,133
2000-06-09,SLC,16,15,133,132
2000-06-10,SLC,9,5,133,129
2000-06-11,SLC,8,7,133,132
2000-06-12,SLC,13,12,131,130
2000-06-13,SLC,13,11,130,129
2000-06-14,SLC,20,17,131,128
2000-06-15,SLC,14,11,129,126
2000-06-16,SLC,19,15,131,128
2000-06-17,SLC,15,10,131,127
2000-06-18,SLC,10,7,132,130
2000-06-19,SLC,9,6,133,130
2000-06-20,SLC,12,8,132,128
2000-06-21,SLC,11,9,132,130
2000-06-22,SLC,15,13,132,130
2000-06-23,SLC,14,13,132,131
2000-06-24,SLC,12,9,134,130
2000-06-25,SLC,15,14,132,131
2000-06-26,SLC,14,11,130,127
2000-06-27,SLC,18,13,132,127
2000-06-28,SLC,8,4,132,127
2000-06-29,SLC,13,10,132,128
2000-06-30,SLC,20,21,133,134
2000-07-01,SLC,18,14,135,131
2000-07-02,SLC,9,5,133,130
2000-07-03,SLC,5,4,135,133
2000-07-04,SLC,3,-1,136,131
2000-07-05,SLC,9,8,131,129
2000-07-06,SLC,4,1,132,129
2000-07-07,SLC,4,2,132,131
2000-07-08,SLC,7,4,134,131
2000-07-09,SLC,13,21,133,141
2000-07-10,SLC,12,12,132,132
2000-07-11,SLC,6,5,132,131
2000-07-12,SLC,14,12,132,130
2000-07-13,SLC,9,7,132,130
2000-07-14,SLC,14,12,130,128
2000-07-15,SLC,11,9,131,129
2000-07-16,SLC,13,14,133,134
2000-07-17,SLC,15,13,132,130
2000-07-18,SLC,9,6,133,129
2000-07-19,SLC,5,0,132,127
2000-07-20,SLC,14,12,132,130
2000-07-21,SLC,10,6,132,129
2000-07-22,SLC,9,7,133,131
2000-07-23,SLC,12,10,132,131
2000-07-24,SLC,7,4,133,130
2000-07-25,SLC,7,4,133,130
2000-07-26,SLC,10,11,132,133
2000-07-27,SLC,14,12,132,131
2000-07-28,SLC,23,23,131,131
2000-07-29,SLC,9,9,133,133
2000-07-30,SLC,13,14,132,133
2000-07-31,SLC,17,17,131,131
2000-08-01,SLC,12,11,130,129
2000-08-02,SLC,13,14,131,132
2000-08-03,SLC,18,18,133,134
2000-08-04,SLC,15,21,131,137
2000-08-05,SLC,9,6,132,129
2000-08-06,SLC,13,11,133,131
2000-08-07,SLC,16,13,132,129
2000-08-08,SLC,11,9,132,129
2000-08-09,SLC,13,14,132,133
2000-08-10,SLC,12,13,133,133
2000-08-11,SLC,9,8,132,131
2000-08-12,SLC,10,8,133,131
2000-08-13,SLC,11,10,133,132
2000-08-14,SLC,10,10,132,133
2000-08-15,SLC,9,10,131,132
2000-08-16,SLC,10,8,132,130
2000-08-17,SLC,12,11,132,131
2000-08-18,SLC,12,18,132,137
2000-08-19,SLC,7,3,134,130
2000-08-20,SLC,8,4,132,129
2000-08-21,SLC,5,1,132,128
2000-08-22,SLC,8,7,132,131
2000-08-23,SLC,5,3,132,130
2000-08-24,SLC,10,9,132,131
2000-08-25,SLC,9,7,132,130
2000-08-26,SLC,6,4,133,131
2000-08-27,SLC,6,4,132,130
2000-08-28,SLC,6,4,133,131
2000-08-29,SLC,3,1,131,129
2000-08-30,SLC,3,7,132,137
2000-08-31,SLC,10,10,132,132
2000-09-01,SLC,14,17,131,134
2000-09-02,SLC,5,2,134,132
2000-09-03,SLC,3,0,134,130
2000-09-04,SLC,3,0,129,127
2000-09-05,SLC,4,5,131,132
2000-09-06,SLC,0,-1,131,128
2000-09-07,SLC,3,5,131,133
2000-09-08,SLC,3,5,131,133
2000-09-09,SLC,0,0,132,132
2000-09-10,SLC,7,7,130,131
2000-09-11,SLC,6,7,129,130
2000-09-12,SLC,4,5,129,130
2000-09-13,SLC,3,2,131,130
2000-09-14,SLC,5,7,131,132
2000-09-15,SLC,3,5,130,132
2000-09-16,SLC,1,0,131,130
2000-09-17,SLC,5,5,132,132
2000-09-18,SLC,7,6,131,131
2000-09-19,SLC,6,5,130,129
2000-09-20,SLC,6,4,131,130
2000-09-21,SLC,17,17,131,131
2000-09-22,SLC,13,16,131,134
2000-09-23,SLC,6,6,132,132
2000-09-24,SLC,7,5,132,130
2000-09-25,SLC,5,3,130,128
2000-09-26,SLC,2,0,131,128
2000-09-27,SLC,3,0,131,127
2000-09-28,SLC,9,7,131,129
2000-09-29,SLC,4,2,130,129
2000-09-30,SLC,5,1,132,129
2000-10-01,SLC,8,3,131,126
2000-10-02,SLC,4,0,131,127
2000-10-03,SLC,2,0,130,129
2000-10-04,SLC,14,12,130,127
2000-10-05,SLC,16,12,130,126
2000-10-06,SLC,15,11,129,125
2000-10-07,SLC,3,-2,131,125
2000-10-08,SLC,4,0,131,128
2000-10-09,SLC,8,7,131,129
2000-10-10,SLC,6,9,131,133
2000-10-11,SLC,5,6,131,132
2000-10-12,SLC,7,6,130,129
2000-10-13,SLC,8,6,129,127
2000-10-14,SLC,0,-5,131,125
2000-10-15,SLC,10,6,131,126
2000-10-16,SLC,7,4,131,127
2000-10-17,SLC,2,2,130,130
2000-10-18,SLC,4,5,130,131
2000-10-19,SLC,24,23,129,128
2000-10-20,SLC,9,8,129,128
2000-10-21,SLC,2,3,132,132
2000-10-22,SLC,14,14,131,131
2000-10-23,SLC,11,10,130,129
2000-10-24,SLC,6,6,131,131
2000-10-25,SLC,8,8,131,131
2000-10-26,SLC,7,8,130,131
2000-10-27,SLC,19,22,129,132
2000-10-28,SLC,7,10,131,134
2000-10-29,SLC,6,7,130,131
2000-10-30,SLC,6,6,131,131
2000-10-31,SLC,6,6,131,132
2000-11-01,SLC,6,7,132,133
2000-11-02,SLC,4,3,131,130
2000-11-03,SLC,7,4,131,128
2000-11-04,SLC,2,1,132,130
2000-11-05,SLC,16,17,132,132
2000-11-06,SLC,12,17,131,135
2000-11-07,SLC,4,3,130,129
2000-11-08,SLC,15,17,132,134
2000-11-09,SLC,24,32,130,138
2000-11-10,SLC,11,14,132,135
2000-11-11,SLC,6,7,132,133
2000-11-12,SLC,18,21,131,133
2000-11-13,SLC,10,6,131,127
2000-11-14,SLC,5,4,131,131
2000-11-15,SLC,11,17,132,138
2000-11-16,SLC,8,7,131,130
2000-11-17,SLC,16,12,130,127
2000-11-18,SLC,11,7,132,129
2000-11-19,SLC,12,8,131,126
2000-11-20,SLC,10,5,131,126
2000-11-21,SLC,11,9,130,128
2000-11-22,SLC,8,5,130,127
2000-11-23,SLC,6,2,128,124
2000-11-24,SLC,1,0,129,128
2000-11-25,SLC,7,6,133,132
2000-11-26,SLC,16,15,131,130
2000-11-27,SLC,18,15,132,129
2000-11-28,SLC,9,4,132,127
2000-11-29,SLC,7,6,132,131
2000-11-30,SLC,5,2,131,129
2000-12-01,SLC,10,6,133,129
2000-12-02,SLC,4,0,133,128
2000-12-03,SLC,5,2,132,129
2000-12-04,SLC,4,0,131,126
2000-12-05,SLC,3,0,133,129
2000-12-06,SLC,3,1,133,131
2000-12-07,SLC,5,1,132,128
2000-12-08,SLC,8,7,131,129
2000-12-09,SLC,0,-3,133,128
2000-12-10,SLC,11,19,131,139
2000-12-11,SLC,13,9,128,124
2000-12-12,SLC,10,16,133,139
2000-12-13,SLC,22,26,130,134
2000-12-14,SLC,20,20,132,132
2000-12-15,SLC,23,27,132,137
2000-12-16,SLC,19,18,132,131
2000-12-17,SLC,18,14,130,126
2000-12-18,SLC,20,16,131,127
2000-12-19,SLC,13,11,132,130
2000-12-20,SLC,28,24,132,128
2000-12-21,SLC,35,31,133,129
2000-12-22,SLC,33,29,133,130
2000-12-23,SLC,25,19,133,126
2000-12-24,SLC,17,27,132,141
2000-12-25,SLC,11,10,129,128
2000-12-26,SLC,24,23,132,131
2000-12-27,SLC,19,17,132,130
2000-12-28,SLC,22,19,133,129
2000-12-29,SLC,51,74,133,156
2000-12-30,SLC,51,64,130,142
2000-12-31,SLC,34,41,134,140
2001-01-01,SLC,32,39,132,140
2001-01-02,SLC,28,32,131,136
2001-01-03,SLC,17,17,133,133
2001-01-04,SLC,11,12,134,135
2001-01-05,SLC,4,9,133,137
2001-01-06,SLC,12,11,133,131
2001-01-07,SLC,10,11,133,134
2001-01-08,SLC,2,3,132,133
2001-01-09,SLC,6,6,132,132
2001-01-10,SLC,68,94,138,164
2001-01-11,SLC,19,20,133,133
2001-01-12,SLC,20,18,133,131
2001-01-13,SLC,3,1,134,132
2001-01-14,SLC,8,8,132,133
2001-01-15,SLC,8,5,133,130
2001-01-16,SLC,9,8,134,132
2001-01-17,SLC,3,0,134,131
2001-01-18,SLC,4,0,134,130
2001-01-19,SLC,9,10,133,134
2001-01-20,SLC,32,37,129,135
2001-01-21,SLC,7,5,134,131
2001-01-22,SLC,1,-4,134,128
2001-01-23,SLC,0,-4,134,129
2001-01-24,SLC,2,0,133,131
2001-01-25,SLC,14,17,133,137
2001-01-26,SLC,12,10,133,131
2001-01-27,SLC,10,7,134,131
2001-01-28,SLC,8,3,133,128
2001-01-29,SLC,10,13,133,136
2001-01-30,SLC,6,6,133,134
2001-01-31,SLC,2,-2,133,129
2001-02-01,SLC,2,-2,133,128
2001-02-02,SLC,6,2,133,129
2001-02-03,SLC,2,-5,133,126
2001-02-04,SLC,2,-2,134,129
2001-02-05,SLC,2,-4,131,124
2001-02-06,SLC,6,9,134,137
2001-02-07,SLC,10,18,134,141
2001-02-08,SLC,6,3,134,131
2001-02-09,SLC,10,9,133,131
2001-02-10,SLC,3,-1,134,129
2001-02-11,SLC,4,1,133,131
2001-02-12,SLC,11,11,133,133
2001-02-13,SLC,9,9,133,133
2001-02-14,SLC,13,12,134,133
2001-02-15,SLC,14,9,132,127
2001-02-16,SLC,17,13,133,130
2001-02-17,SLC,8,1,135,127
2001-02-18,SLC,5,-1,134,127
2001-02-19,SLC,8,4,133,129
2001-02-20,SLC,6,0,134,128
2001-02-21,SLC,7,2,134,129
2001-02-22,SLC,10,7,132,129
2001-02-23,SLC,17,28,134,145
2001-02-24,SLC,21,22,135,136
2001-02-25,SLC,21,18,133,131
2001-02-26,SLC,10,5,133,129
2001-02-27,SLC,6,1,133,128
2001-02-28,SLC,16,15,133,132
2001-03-01,SLC,13,8,134,129
2001-03-02,SLC,12,11,134,133
2001-03-03,SLC,8,7,135,134
2001-03-04,SLC,13,11,132,130
2001-03-05,SLC,4,1,127,124
2001-03-06,SLC,2,0,131,128
2001-03-07,SLC,7,3,133,129
2001-03-08,SLC,13,12,133,133
2001-03-09,SLC,11,10,134,132
2001-03-10,SLC,5,0,136,131
2001-03-11,SLC,18,19,134,136
2001-03-12,SLC,12,7,133,129
2001-03-13,SLC,9,5,132,127
2001-03-14,SLC,8,6,134,132
2001-03-15,SLC,14,11,133,130
2001-03-16,SLC,17,21,134,138
2001-03-17,SLC,8,4,135,131
2001-03-18,SLC,10,7,134,130
2001-03-19,SLC,4,1,133,131
2001-03-20,SLC,2,-1,134,130
2001-03-21,SLC,6,2,132,128
2001-03-22,SLC,6,0,132,127
2001-03-23,SLC,12,7,133,128
2001-03-24,SLC,4,-2,135,129
