FlightDate,Origin,DepDelay,ArrDelay,CRSElapsedTime,ActualElapsedTime
2005-08-21,SLC,5,3,117,115
2005-08-22,SLC,9,11,117,119
2005-08-23,SLC,3,3,116,116
2005-08-24,SLC,1,0,116,115
2005-08-25,SLC,3,1,116,114
2005-08-26,SLC,2,0,117,114
2005-08-27,SLC,3,0,118,113
2005-08-28,SLC,2,0,116,113
2005-08-29,SLC,7,6,116,114
2005-08-30,SLC,1,0,117,114
2005-08-31,SLC,3,0,115,112
2005-09-01,SLC,3,0,115,112
2005-09-02,SLC,10,10,115,115
2005-09-03,SLC,1,1,116,116
2005-09-04,SLC,1,0,115,113
2005-09-05,SLC,2,-1,115,111
2005-09-06,SLC,4,1,115,112
2005-09-07,SLC,0,0,114,112
2005-09-08,SLC,0,0,114,113
2005-09-09,SLC,4,5,114,115
2005-09-10,SLC,2,1,116,115
2005-09-11,SLC,1,0,115,114
2005-09-12,SLC,1,0,115,113
2005-09-13,SLC,1,0,113,111
2005-09-14,SLC,2,1,113,112
2005-09-15,SLC,5,4,113,113
2005-09-16,SLC,4,2,114,112
2005-09-17,SLC,1,-2,115,111
2005-09-18,SLC,5,1,114,110
2005-09-19,SLC,2,0,113,112
2005-09-20,SLC,1,-1,113,111
2005-09-21,SLC,11,13,114,117
2005-09-22,SLC,6,4,113,112
2005-09-23,SLC,5,7,113,114
2005-09-24,SLC,4,2,115,114
2005-09-25,SLC,3,0,113,109
2005-09-26,SLC,1,0,113,112
2005-09-27,SLC,1,0,113,111
2005-09-28,SLC,0,-3,114,110
2005-09-29,SLC,2,1,113,112
2005-09-30,SLC,3,2,114,113
2005-10-01,SLC,1,0,118,116
2005-10-02,SLC,2,1,116,115
2005-10-03,SLC,2,3,115,116
2005-10-04,SLC,6,9,115,118
2005-10-05,SLC,3,1,115,113
2005-10-06,SLC,6,4,115,114
2005-10-07,SLC,4,3,115,115
2005-10-08,SLC,2,1,118,116
2005-10-09,SLC,5,3,116,114
2005-10-10,SLC,7,5,116,114
2005-10-11,SLC,0,-3,115,112
2005-10-12,SLC,0,-4,115,111
2005-10-13,SLC,2,0,115,113
2005-10-14,SLC,4,1,115,112
2005-10-15,SLC,1,0,118,116
2005-10-16,SLC,4,1,116,113
2005-10-17,SLC,4,1,116,113
2005-10-18,SLC,4,2,115,113
2005-10-19,SLC,1,0,115,114
2005-10-20,SLC,2,0,115,113
2005-10-21,SLC,3,0,115,112
2005-10-22,SLC,6,2,118,114
2005-10-23,SLC,2,0,115,113
2005-10-24,SLC,2,0,114,113
2005-10-25,SLC,1,1,114,114
2005-10-26,SLC,0,-1,114,112
2005-10-27,SLC,1,3,114,116
2005-10-28,SLC,4,5,115,116
2005-10-29,SLC,1,0,117,116
2005-10-30,SLC,0,-4,116,112
2005-10-31,SLC,0,-1,115,114
2005-11-01,SLC,0,-3,115,110
2005-11-02,SLC,0,-2,117,114
2005-11-03,SLC,1,-1,117,114
2005-11-04,SLC,4,1,117,115
2005-11-05,SLC,0,-3,117,113
2005-11-06,SLC,3,0,118,114
2005-11-07,SLC,2,1,117,116
2005-11-08,SLC,2,0,115,112
2005-11-09,SLC,1,-4,116,110
2005-11-10,SLC,0,-3,117,113
2005-11-11,SLC,4,2,117,115
2005-11-12,SLC,0,-5,118,113
2005-11-13,SLC,4,3,118,116
2005-11-14,SLC,10,7,117,115
2005-11-15,SLC,3,1,115,113
2005-11-16,SLC,2,0,116,113
2005-11-17,SLC,3,-1,117,113
2005-11-18,SLC,4,0,117,114
2005-11-19,SLC,2,0,119,116
2005-11-20,SLC,2,0,118,116
2005-11-21,SLC,3,0,117,114
2005-11-22,SLC,5,3,117,116
2005-11-23,SLC,3,1,117,114
2005-11-24,SLC,0,-6,116,109
2005-11-25,SLC,1,0,117,115
2005-11-26,SLC,6,6,119,118
2005-11-27,SLC,12,17,118,123
2005-11-28,SLC,11,11,117,117
2005-11-29,SLC,17,23,115,120
2005-11-30,SLC,6,4,116,114
2005-12-01,SLC,8,8,118,118
2005-12-02,SLC,8,8,119,118
2005-12-03,SLC,8,9,120,121
2005-12-04,SLC,9,6,119,116
2005-12-05,SLC,4,2,118,116
2005-12-06,SLC,13,22,118,127
2005-12-07,SLC,4,2,117,114
2005-12-08,SLC,5,3,117,116
2005-12-09,SLC,3,2,118,116
2005-12-10,SLC,2,-2,120,116
2005-12-11,SLC,3,0,119,116
2005-12-12,SLC,2,0,119,117
2005-12-13,SLC,2,-1,117,114
2005-12-14,SLC,4,2,119,118
2005-12-15,SLC,7,6,119,118
2005-12-16,SLC,12,10,120,118
2005-12-17,SLC,14,16,122,123
2005-12-18,SLC,14,17,121,125
2005-12-19,SLC,15,18,120,123
2005-12-20,SLC,10,7,121,118
2005-12-21,SLC,11,11,119,120
2005-12-22,SLC,17,17,120,121
2005-12-23,SLC,9,5,120,116
2005-12-24,SLC,6,0,123,118
2005-12-25,SLC,4,1,122,119
2005-12-26,SLC,10,10,121,121
2005-12-27,SLC,13,11,121,119
2005-12-28,SLC,9,8,121,119
2005-12-29,SLC,6,2,121,117
2005-12-30,SLC,17,16,121,120
2005-12-31,SLC,11,9,122,120
2006-01-01,SLC,12,11,121,119
2006-01-02,SLC,23,25,120,121
2006-01-03,SLC,15,12,118,115
2006-01-04,SLC,5,0,118,113
2006-01-05,SLC,2,0,119,116
2006-01-06,SLC,3,0,120,115
2006-01-07,SLC,5,1,122,117
2006-01-08,SLC,6,1,120,115
2006-01-09,SLC,1,0,119,117
2006-01-10,SLC,3,0,117,114
2006-01-11,SLC,2,2,118,118
2006-01-12,SLC,1,-1,120,117
2006-01-13,SLC,3,1,119,117
2006-01-14,SLC,1,-2,120,116
2006-01-15,SLC,5,11,120,126
2006-01-16,SLC,7,6,119,118
2006-01-17,SLC,0,0,117,115
2006-01-18,SLC,14,21,119,126
2006-01-19,SLC,7,7,120,120
2006-01-20,SLC,5,3,119,117
2006-01-21,SLC,4,2,122,120
2006-01-22,SLC,4,1,120,117
2006-01-23,SLC,5,2,118,115
2006-01-24,SLC,0,-2,116,113
2006-01-25,SLC,2,0,119,116
2006-01-26,SLC,1,0,119,118
2006-01-27,SLC,7,11,119,123
2006-01-28,SLC,5,6,122,123
2006-01-29,SLC,6,3,120,117
2006-01-30,SLC,2,0,118,116
2006-01-31,SLC,0,-3,116,113
2006-02-01,SLC,2,3,119,119
2006-02-02,SLC,4,3,120,119
2006-02-03,SLC,4,3,119,118
2006-02-04,SLC,2,2,123,123
2006-02-05,SLC,2,-2,121,116
2006-02-06,SLC,3,0,119,115
2006-02-07,SLC,0,-5,116,112
2006-02-08,SLC,0,-3,118,114
2006-02-09,SLC,2,-1,119,115
2006-02-10,SLC,5,0,119,114
2006-02-11,SLC,1,-3,118,114
2006-02-12,SLC,1,-2,118,115
2006-02-13,SLC,0,-2,118,115
2006-02-14,SLC,0,-4,116,112
2006-02-15,SLC,15,33,119,137
2006-02-16,SLC,24,32,120,128
2006-02-17,SLC,15,12,120,117
2006-02-18,SLC,15,15,123,123
2006-02-19,SLC,19,23,121,125
2006-02-20,SLC,11,10,119,119
2006-02-21,SLC,7,2,118,113
2006-02-22,SLC,4,0,119,114
2006-02-23,SLC,5,0,120,116
2006-02-24,SLC,2,-1,120,116
2006-02-25,SLC,2,-2,122,117
2006-02-26,SLC,5,1,120,117
2006-02-27,SLC,4,2,119,117
2006-02-28,SLC,7,12,117,122
2006-03-01,SLC,0,-4,119,114
2006-03-02,SLC,4,2,119,117
2006-03-03,SLC,4,3,119,118
2006-03-04,SLC,1,0,122,120
2006-03-05,SLC,6,4,120,118
2006-03-06,SLC,3,3,119,118
2006-03-07,SLC,2,1,117,117
2006-03-08,SLC,1,-1,118,116
2006-03-09,SLC,25,29,119,124
2006-03-10,SLC,7,5,119,117
2006-03-11,SLC,10,9,122,121
2006-03-12,SLC,47,55,120,128
2006-03-13,SLC,13,12,118,117
2006-03-14,SLC,5,0,118,113
2006-03-15,SLC,34,43,118,127
2006-03-16,SLC,6,3,119,116
2006-03-17,SLC,7,5,119,118
2006-03-18,SLC,8,7,122,121
2006-03-19,SLC,30,36,120,126
2006-03-20,SLC,18,22,119,123
2006-03-21,SLC,5,5,117,116
2006-03-22,SLC,0,-2,118,115
2006-03-23,SLC,4,1,119,115
2006-03-24,SLC,5,2,119,116
2006-03-25,SLC,5,4,122,121
2006-03-26,SLC,6,6,119,119
2006-03-27,SLC,2,0,118,115
2006-03-28,SLC,4,5,117,118
2006-03-29,SLC,2,1,118,117
2006-03-30,SLC,3,1,118,116
2006-03-31,SLC,9,7,119,118
2006-04-01,SLC,5,5,121,121
2006-04-02,SLC,8,7,118,118
2006-04-03,SLC,4,1,118,115
2006-04-04,SLC,3,1,116,114
2006-04-05,SLC,5,10,118,124
2006-04-06,SLC,16,19,118,121
2006-04-07,SLC,5,4,118,117
2006-04-08,SLC,3,0,121,118
2006-04-09,SLC,1,-1,118,115
2006-04-10,SLC,0,-1,118,116
2006-04-11,SLC,0,-3,116,113
2006-04-12,SLC,1,0,117,116
2006-04-13,SLC,0,-3,118,115
2006-04-14,SLC,1,-1,118,115
2006-04-15,SLC,-1,-3,121,118
2006-04-16,SLC,-1,-2,119,118
2006-04-17,SLC,26,34,119,126
2006-04-18,SLC,0,0,117,117
2006-04-19,SLC,2,-2,117,112
2006-04-20,SLC,-1,-4,118,115
2006-04-21,SLC,0,-2,118,115
2006-04-22,SLC,0,-4,120,116
2006-04-23,SLC,0,-1,118,116
2006-04-24,SLC,2,0,119,116
2006-04-25,SLC,-1,-5,116,113
2006-04-26,SLC,0,-4,119,116
2006-04-27,SLC,1,-3,119,114
2006-04-28,SLC,2,-1,119,116
2006-04-29,SLC,0,-2,123,120
2006-04-30,SLC,3,1,119,117
2006-05-01,SLC,0,-5,119,114
2006-05-02,SLC,0,-4,118,113
2006-05-03,SLC,0,-3,119,115
2006-05-04,SLC,5,2,119,116
2006-05-05,SLC,3,1,119,116
2006-05-06,SLC,1,-2,122,117
2006-05-07,SLC,3,0,119,115
2006-05-08,SLC,2,0,119,115
2006-05-09,SLC,0,-5,118,112
2006-05-10,SLC,1,-2,118,113
2006-05-11,SLC,2,1,118,117
2006-05-12,SLC,5,2,118,115
2006-05-13,SLC,1,-4,120,114
2006-05-14,SLC,2,0,118,116
2006-05-15,SLC,3,2,118,116
2006-05-16,SLC,0,-3,117,114
2006-05-17,SLC,2,0,117,115
2006-05-18,SLC,2,0,118,115
2006-05-19,SLC,4,5,118,118
2006-05-20,SLC,1,-2,121,117
2006-05-21,SLC,2,0,118,115
2006-05-22,SLC,2,1,117,116
2006-05-23,SLC,0,-2,116,115
2006-05-24,SLC,3,0,116,114
2006-05-25,SLC,4,2,117,115
2006-05-26,SLC,6,7,117,118
2006-05-27,SLC,4,5,120,121
2006-05-28,SLC,0,0,119,119
2006-05-29,SLC,2,0,117,115
2006-05-30,SLC,4,1,117,114
2006-05-31,SLC,2,-1,117,113
2006-06-01,SLC,3,0,119,116
2006-06-02,SLC,2,1,118,117
2006-06-03,SLC,1,-2,122,117
2006-06-04,SLC,4,2,118,116
2006-06-05,SLC,1,-1,119,115
2006-06-06,SLC,2,0,118,115
2006-06-07,SLC,7,7,119,119
2006-06-08,SLC,8,10,120,122
2006-06-09,SLC,12,15,119,123
2006-06-10,SLC,8,6,121,119
2006-06-11,SLC,11,10,119,117
2006-06-12,SLC,4,3,120,119
2006-06-13,SLC,1,1,118,118
2006-06-14,SLC,4,4,119,119
2006-06-15,SLC,2,1,119,119
2006-06-16,SLC,4,4,119,118
2006-06-17,SLC,3,1,120,117
2006-06-18,SLC,4,1,118,114
2006-06-19,SLC,9,7,119,116
2006-06-20,SLC,3,0,118,114
2006-06-21,SLC,7,5,119,118
2006-06-22,SLC,6,3,118,116
2006-06-23,SLC,4,0,118,114
2006-06-24,SLC,5,0,120,116
2006-06-25,SLC,10,8,118,115
2006-06-26,SLC,9,7,119,117
2006-06-27,SLC,9,7,118,115
2006-06-28,SLC,6,4,119,117
2006-06-29,SLC,7,6,119,118
2006-06-30,SLC,5,4,118,118
2006-07-01,SLC,5,4,120,118
2006-07-02,SLC,3,2,120,118
2006-07-03,SLC,0,-3,118,115
2006-07-04,SLC,1,0,116,114
2006-07-05,SLC,5,6,119,119
2006-07-06,SLC,3,3,119,118
2006-07-07,SLC,2,0,118,116
2006-07-08,SLC,3,0,119,116
2006-07-09,SLC,5,4,118,118
2006-07-10,SLC,4,2,119,116
2006-07-11,SLC,8,7,117,115
2006-07-12,SLC,6,7,118,118
2006-07-13,SLC,6,5,118,117
2006-07-14,SLC,4,4,118,118
2006-07-15,SLC,5,3,120,117
2006-07-16,SLC,4,1,118,116
2006-07-17,SLC,3,2,119,117
2006-07-18,SLC,12,14,117,119
2006-07-19,SLC,8,8,119,119
2006-07-20,SLC,13,12,118,117
2006-07-21,SLC,8,6,117,115
2006-07-22,SLC,9,7,119,116
2006-07-23,SLC,9,8,119,117
2006-07-24,SLC,6,4,118,116
2006-07-25,SLC,5,5,117,116
2006-07-26,SLC,4,6,119,121
2006-07-27,SLC,4,3,118,117
2006-07-28,SLC,9,8,116,116
2006-07-29,SLC,5,5,119,118
2006-07-30,SLC,7,7,118,117
2006-07-31,SLC,5,5,118,119
2006-08-01,SLC,4,6,117,118
2006-08-02,SLC,2,0,119,116
2006-08-03,SLC,9,12,118,121
2006-08-04,SLC,3,3,118,118
2006-08-05,SLC,3,1,119,118
2006-08-06,SLC,4,3,118,118
2006-08-07,SLC,8,9,119,119
2006-08-08,SLC,2,1,117,116
2006-08-09,SLC,2,0,119,117
2006-08-10,SLC,8,8,118,119
2006-08-11,SLC,6,4,118,117
2006-08-12,SLC,6,6,120,120
2006-08-13,SLC,4,3,118,117
2006-08-14,SLC,8,9,119,120
2006-08-15,SLC,2,2,117,117
2006-08-16,SLC,1,3,119,121
2006-08-17,SLC,1,2,118,119
2006-08-18,SLC,3,1,118,117
2006-08-19,SLC,2,1,119,118
2006-08-20,SLC,3,1,118,116
2006-08-21,SLC,4,3,119,117
2006-08-22,SLC,1,0,117,115
2006-08-23,SLC,3,5,119,121
2006-08-24,SLC,6,6,118,119
2006-08-25,SLC,4,4,118,118
2006-08-26,SLC,1,0,119,117
2006-08-27,SLC,2,0,117,116
2006-08-28,SLC,3,3,119,119
2006-08-29,SLC,1,2,116,118
2006-08-30,SLC,5,9,118,123
2006-08-31,SLC,7,5,119,118
2006-09-01,SLC,2,1,118,117
2006-09-02,SLC,0,-2,119,116
2006-09-03,SLC,4,1,118,116
2006-09-04,SLC,3,0,118,115
2006-09-05,SLC,4,3,117,116
2006-09-06,SLC,0,-2,118,116
2006-09-07,SLC,1,1,118,118
2006-09-08,SLC,1,1,118,117
2006-09-09,SLC,1,-1,119,116
2006-09-10,SLC,5,3,118,116
2006-09-11,SLC,6,5,116,115
2006-09-12,SLC,3,1,115,113
2006-09-13,SLC,2,1,118,116
2006-09-14,SLC,5,9,118,122
2006-09-15,SLC,28,32,118,121
2006-09-16,SLC,5,4,118,117
2006-09-17,SLC,6,6,117,117
2006-09-18,SLC,2,0,116,113
2006-09-19,SLC,0,-1,116,114
2006-09-20,SLC,3,0,119,117
2006-09-21,SLC,5,6,118,119
2006-09-22,SLC,15,15,117,117
2006-09-23,SLC,7,4,118,115
2006-09-24,SLC,2,0,117,116
2006-09-25,SLC,0,-2,115,112
2006-09-26,SLC,-1,-6,115,110
2006-09-27,SLC,3,0,118,114
2006-09-28,SLC,2,3,117,117
2006-09-29,SLC,1,0,117,114
2006-09-30,SLC,1,-1,118,115
2006-10-01,SLC,7,4,118,115
2006-10-02,SLC,6,6,116,116
2006-10-03,SLC,-1,-4,115,112
2006-10-04,SLC,2,2,118,118
2006-10-05,SLC,7,7,118,118
2006-10-06,SLC,7,10,118,121
2006-10-07,SLC,4,3,118,118
2006-10-08,SLC,0,0,118,117
2006-10-09,SLC,2,0,117,115
2006-10-10,SLC,1,0,115,113
2006-10-11,SLC,4,1,118,115
2006-10-12,SLC,5,2,118,115
2006-10-13,SLC,5,1,118,114
2006-10-14,SLC,34,28,120,115
2006-10-15,SLC,8,7,118,118
2006-10-16,SLC,11,12,116,117
2006-10-17,SLC,6,4,115,114
2006-10-18,SLC,4,1,118,116
2006-10-19,SLC,3,1,118,116
2006-10-20,SLC,7,3,118,114
2006-10-21,SLC,2,-2,119,114
2006-10-22,SLC,6,3,118,115
2006-10-23,SLC,3,0,116,113
2006-10-24,SLC,1,-2,116,112
2006-10-25,SLC,4,3,118,118
2006-10-26,SLC,10,9,118,117
2006-10-27,SLC,7,7,118,117
2006-10-28,SLC,3,0,118,114
2006-10-29,SLC,2,0,119,115
2006-10-30,SLC,1,-1,116,113
2006-10-31,SLC,1,-2,116,113
2006-11-01,SLC,0,-3,120,116
2006-11-02,SLC,3,1,119,116
2006-11-03,SLC,3,0,119,116
2006-11-04,SLC,2,-1,120,115
2006-11-05,SLC,1,0,119,117
2006-11-06,SLC,1,0,116,115
2006-11-07,SLC,0,-1,118,116
2006-11-08,SLC,1,-1,120,117
2006-11-09,SLC,4,3,120,119
2006-11-10,SLC,4,2,119,117
2006-11-11,SLC,1,0,121,119
2006-11-12,SLC,3,1,119,117
2006-11-13,SLC,12,16,116,120
2006-11-14,SLC,1,0,118,116
2006-11-15,SLC,5,4,119,119
2006-11-16,SLC,5,4,119,117
2006-11-17,SLC,5,1,119,116
2006-11-18,SLC,2,-2,121,115
2006-11-19,SLC,2,0,120,117
2006-11-20,SLC,1,0,116,114
2006-11-21,SLC,3,2,119,118
2006-11-22,SLC,0,-1,119,118
2006-11-23,SLC,-2,-4,115,113
2006-11-24,SLC,0,-4,119,113
2006-11-25,SLC,1,-2,121,117
2006-11-26,SLC,6,3,119,117
2006-11-27,SLC,13,14,119,120
2006-11-28,SLC,12,18,118,124
2006-11-29,SLC,13,22,119,128
2006-11-30,SLC,9,9,118,118
2006-12-01,SLC,9,7,118,116
2006-12-02,SLC,2,-1,120,116
2006-12-03,SLC,2,0,119,117
2006-12-04,SLC,1,-1,118,115
2006-12-05,SLC,0,-4,118,114
2006-12-06,SLC,0,-3,120,116
2006-12-07,SLC,1,0,120,118
2006-12-08,SLC,0,0,119,118
2006-12-09,SLC,0,-3,120,117
2006-12-10,SLC,3,5,120,122
2006-12-11,SLC,3,3,118,118
2006-12-12,SLC,3,4,117,117
2006-12-13,SLC,1,2,120,121
2006-12-14,SLC,6,3,119,117
2006-12-15,SLC,13,19,120,126
2006-12-16,SLC,11,10,122,121
2006-12-17,SLC,12,23,121,132
2006-12-18,SLC,12,8,120,117
2006-12-19,SLC,12,10,120,118
2006-12-20,SLC,15,15,123,124
2006-12-21,SLC,22,24,122,124
2006-12-22,SLC,59,76,122,139
2006-12-23,SLC,43,45,122,123
2006-12-24,SLC,19,18,119,117
2006-12-25,SLC,10,6,119,115
2006-12-26,SLC,13,13,120,120
2006-12-27,SLC,14,14,121,121
2006-12-28,SLC,19,19,120,120
2006-12-29,SLC,14,15,120,120
2006-12-30,SLC,15,17,121,123
2006-12-31,SLC,11,9,121,119
2007-01-01,SLC,9,7,120,118
2007-01-02,SLC,13,14,120,121
2007-01-03,SLC,7,6,119,118
2007-01-04,SLC,49,77,123,152
2007-01-05,SLC,22,23,120,120
2007-01-06,SLC,15,16,121,121
2007-01-07,SLC,11,11,120,120
2007-01-08,SLC,4,0,118,114
2007-01-09,SLC,7,6,119,118
2007-01-10,SLC,3,0,120,117
2007-01-11,SLC,39,53,120,134
2007-01-12,SLC,11,10,119,118
2007-01-13,SLC,6,2,118,114
2007-01-14,SLC,9,7,117,116
2007-01-15,SLC,10,8,118,116
2007-01-16,SLC,7,5,119,117
2007-01-17,SLC,7,4,119,116
2007-01-18,SLC,7,6,119,117
2007-01-19,SLC,23,18,120,115
2007-01-20,SLC,5,6,119,120
2007-01-21,SLC,22,27,119,125
2007-01-22,SLC,6,4,118,117
2007-01-23,SLC,2,0,119,116
2007-01-24,SLC,0,0,120,118
2007-01-25,SLC,3,3,119,119
2007-01-26,SLC,39,52,121,134
2007-01-27,SLC,39,41,120,122
2007-01-28,SLC,18,20,119,121
2007-01-29,SLC,4,3,118,117
2007-01-30,SLC,0,0,120,118
2007-01-31,SLC,19,25,120,126
2007-02-01,SLC,9,10,118,119
2007-02-02,SLC,8,5,119,117
2007-02-03,SLC,4,0,119,115
2007-02-04,SLC,4,1,119,116
2007-02-05,SLC,3,0,118,114
2007-02-06,SLC,3,0,119,116
2007-02-07,SLC,6,4,120,117
2007-02-08,SLC,10,7,120,117
2007-02-09,SLC,11,9,120,118
2007-02-10,SLC,8,4,119,115
2007-02-11,SLC,9,7,119,117
2007-02-12,SLC,7,5,118,116
2007-02-13,SLC,7,4,117,114
2007-02-14,SLC,5,3,118,116
2007-02-15,SLC,19,21,119,122
2007-02-16,SLC,12,10,120,119
2007-02-17,SLC,5,0,121,115
2007-02-18,SLC,4,0,121,117
2007-02-19,SLC,16,22,119,126
2007-02-20,SLC,4,2,120,118
2007-02-21,SLC,7,3,120,116
2007-02-22,SLC,7,5,120,118
2007-02-23,SLC,28,37,120,129
2007-02-24,SLC,10,10,121,120
2007-02-25,SLC,14,18,119,123
2007-02-26,SLC,10,10,119,119
2007-02-27,SLC,38,42,122,126
2007-02-28,SLC,6,7,121,122
2007-03-01,SLC,12,13,121,122
2007-03-02,SLC,14,17,120,122
2007-03-03,SLC,7,5,121,119
2007-03-04,SLC,4,0,121,117
2007-03-05,SLC,2,-2,120,115
2007-03-06,SLC,1,-3,121,115
2007-03-07,SLC,0,-1,121,119
2007-03-08,SLC,6,4,121,119
2007-03-09,SLC,3,0,120,117
2007-03-10,SLC,3,0,122,119
2007-03-11,SLC,5,2,121,118
2007-03-12,SLC,4,1,120,118
2007-03-13,SLC,0,-2,121,118
2007-03-14,SLC,1,-2,121,117
2007-03-15,SLC,5,0,120,116
2007-03-16,SLC,5,1,116,112
2007-03-17,SLC,7,2,120,115
2007-03-18,SLC,4,0,121,116
2007-03-19,SLC,3,0,120,117
2007-03-20,SLC,1,0,121,118
2007-03-21,SLC,1,-1,121,118
2007-03-22,SLC,8,6,120,118
2007-03-23,SLC,5,2,120,118
2007-03-24,SLC,3,1,122,120
2007-03-25,SLC,3,1,121,119
2007-03-26,SLC,2,2,120,120
2007-03-27,SLC,5,10,122,127
2007-03-28,SLC,8,13,122,127
2007-03-29,SLC,7,8,121,121
2007-03-30,SLC,10,10,121,120
2007-03-31,SLC,4,1,122,119
2007-04-01,SLC,6,5,120,119
2007-04-02,SLC,3,0,119,116
2007-04-03,SLC,2,-1,121,117
2007-04-04,SLC,1,-2,121,118
2007-04-05,SLC,2,-2,119,114
2007-04-06,SLC,4,0,120,115
2007-04-07,SLC,2,-3,122,116
2007-04-08,SLC,1,-3,122,117
2007-04-09,SLC,2,0,120,118
2007-04-10,SLC,0,-3,121,117
2007-04-11,SLC,2,0,121,119
2007-04-12,SLC,2,0,120,117
2007-04-13,SLC,2,0,121,118
2007-04-14,SLC,4,1,122,119
2007-04-15,SLC,3,1,121,119
2007-04-16,SLC,1,-2,119,115
2007-04-17,SLC,2,1,120,119
2007-04-18,SLC,7,11,124,128
2007-04-19,SLC,1,0,119,118
2007-04-20,SLC,0,-1,120,119
2007-04-21,SLC,-1,-3,122,121
2007-04-22,SLC,3,1,121,120
2007-04-23,SLC,0,0,119,119
2007-04-24,SLC,1,0,120,118
2007-04-25,SLC,4,4,122,122
2007-04-26,SLC,4,1,119,116
2007-04-27,SLC,5,3,121,120
2007-04-28,SLC,0,-3,123,120
2007-04-29,SLC,2,0,121,118
2007-04-30,SLC,0,-3,119,116
2007-05-01,SLC,0,-1,120,119
2007-05-02,SLC,0,3,122,125
2007-05-03,SLC,4,6,118,121
2007-05-04,SLC,7,7,121,121
2007-05-05,SLC,1,1,123,123
2007-05-06,SLC,6,7,121,122
2007-05-07,SLC,1,0,119,119
2007-05-08,SLC,0,-1,120,118
2007-05-09,SLC,0,-2,122,120
2007-05-10,SLC,1,1,119,119
2007-05-11,SLC,3,2,120,120
2007-05-12,SLC,1,0,123,121
2007-05-13,SLC,-1,-1,121,120
2007-05-14,SLC,0,0,119,119
2007-05-15,SLC,3,0,119,116
2007-05-16,SLC,3,0,122,119
2007-05-17,SLC,4,5,118,119
2007-05-18,SLC,6,8,120,123
2007-05-19,SLC,1,0,123,121
2007-05-20,SLC,1,1,121,121
2007-05-21,SLC,2,5,119,122
2007-05-22,SLC,2,1,120,119
2007-05-23,SLC,2,2,122,122
2007-05-24,SLC,6,12,118,123
2007-05-25,SLC,5,4,119,119
2007-05-26,SLC,1,-2,119,116
2007-05-27,SLC,-2,-2,121,121
2007-05-28,SLC,0,0,119,119
2007-05-29,SLC,4,5,120,120
2007-05-30,SLC,2,2,121,120
2007-05-31,SLC,0,0,118,117
2007-06-01,SLC,4,4,120,120
2007-06-02,SLC,1,0,123,121
2007-06-03,SLC,6,7,120,121
2007-06-04,SLC,6,8,119,121
2007-06-05,SLC,6,7,120,121
2007-06-06,SLC,10,12,123,125
2007-06-07,SLC,11,12,119,120
2007-06-08,SLC,11,10,118,117
2007-06-09,SLC,7,4,119,115
2007-06-10,SLC,8,9,119,120
2007-06-11,SLC,7,9,119,121
2007-06-12,SLC,5,6,119,121
2007-06-13,SLC,6,9,118,121
2007-06-14,SLC,5,6,119,119
2007-06-15,SLC,11,12,118,120
2007-06-16,SLC,9,9,119,119
2007-06-17,SLC,8,8,118,118
2007-06-18,SLC,8,7,119,118
2007-06-19,SLC,8,10,118,120
2007-06-20,SLC,6,10,119,123
2007-06-21,SLC,6,7,119,120
2007-06-22,SLC,5,4,118,118
2007-06-23,SLC,5,5,119,119
2007-06-24,SLC,5,6,119,120
2007-06-25,SLC,8,11,119,121
2007-06-26,SLC,10,11,119,120
2007-06-27,SLC,10,12,118,120
2007-06-28,SLC,12,14,117,119
2007-06-29,SLC,9,11,118,120
2007-06-30,SLC,5,5,119,119
2007-07-01,SLC,6,7,120,120
2007-07-02,SLC,6,6,120,120
2007-07-03,SLC,0,0,118,116
2007-07-04,SLC,0,-4,119,114
2007-07-05,SLC,0,1,119,120
2007-07-06,SLC,5,6,119,120
2007-07-07,SLC,9,9,121,121
2007-07-08,SLC,14,16,119,120
2007-07-09,SLC,10,12,118,121
2007-07-10,SLC,11,11,119,120
2007-07-11,SLC,11,13,119,120
2007-07-12,SLC,6,6,119,118
2007-07-13,SLC,4,4,118,118
2007-07-14,SLC,4,6,120,121
2007-07-15,SLC,13,13,119,119
2007-07-16,SLC,7,10,119,122
2007-07-17,SLC,7,13,119,126
2007-07-18,SLC,9,12,118,120
2007-07-19,SLC,12,15,118,121
2007-07-20,SLC,12,13,118,120
2007-07-21,SLC,4,5,120,120
2007-07-22,SLC,4,6,118,120
2007-07-23,SLC,6,11,118,122
2007-07-24,SLC,4,6,119,121
2007-07-25,SLC,16,20,119,123
2007-07-26,SLC,9,17,119,127
2007-07-27,SLC,6,10,118,121
2007-07-28,SLC,5,4,119,118
2007-07-29,SLC,9,11,118,119
2007-07-30,SLC,13,15,119,121
2007-07-31,SLC,4,8,119,122
2007-08-01,SLC,10,13,119,121
2007-08-02,SLC,7,10,119,122
2007-08-03,SLC,6,9,118,121
2007-08-04,SLC,6,13,119,127
2007-08-05,SLC,8,12,119,122
2007-08-06,SLC,7,11,119,122
2007-08-07,SLC,6,8,118,120
2007-08-08,SLC,7,8,119,119
2007-08-09,SLC,6,6,119,119
2007-08-10,SLC,7,7,118,119
2007-08-11,SLC,2,0,120,118
2007-08-12,SLC,8,8,119,120
2007-08-13,SLC,12,15,119,122
2007-08-14,SLC,5,6,119,120
2007-08-15,SLC,3,5,119,121
2007-08-16,SLC,10,14,119,122
2007-08-17,SLC,9,15,117,124
